maxdepth,num_Runs,avgstep
4,750,36.4
4,2000,8.016
4,4000,6.92
4,6000,6.144
5,750,11.84
5,2000,7.048
5,4000,6.72
5,6000,6.424
7,750,7.456
7,2000,7.024
7,4000,7.016
7,6000,7.16
10,750,7.864
10,2000,7.272
10,4000,7.584
10,6000,7.392
14,750,7.792
14,2000,7.704
14,4000,8.144
14,6000,7.68
19,750,7.992
19,2000,8.12
19,4000,8.4
19,6000,7.992
25,750,8.152
25,2000,8.736
25,4000,7.984
25,6000,8.096
