maxdepth,num_Runs,avgstep
4,750,33.312
4,2000,8.656
4,4000,6.672
4,6000,6.064
5,750,20.304
5,2000,9.592
5,4000,7.608
5,6000,7.056
7,750,7.128
7,2000,7.64
7,4000,7.168
7,6000,7.112
10,750,7.472
10,2000,7.784
10,4000,7.704
10,6000,7.24
14,750,7.584
14,2000,7.992
14,4000,7.8
14,6000,7.992
19,750,8.088
19,2000,8.296
19,4000,8.2
19,6000,7.864
25,750,7.84
25,2000,8.208
25,4000,8.256
25,6000,7.92
