maxdepth,num_Runs,avgstep
4,750,52.12
4,2000,29.472
4,4000,12.6
4,6000,10.056
5,750,40.256
5,2000,27.288
5,4000,11.56
5,6000,12.624
7,750,12.136
7,2000,8.808
7,4000,8.976
7,6000,9.264
10,750,8.92
10,2000,9.056
10,4000,8.896
10,6000,8.976
14,750,9.568
14,2000,9.224
14,4000,9.384
14,6000,9.52
19,750,9.16
19,2000,9.632
19,4000,9.456
19,6000,9.56
25,750,10.064
25,2000,9.36
25,4000,8.992
25,6000,9.832
