maxdepth,num_Runs,avgstep
4,750,98.736
4,2000,57.568
4,4000,40.76
4,6000,35.12
5,750,77.608
5,2000,62.024
5,4000,38.4
5,6000,29.064
7,750,33.032
7,2000,23.704
7,4000,16.584
7,6000,14.344
10,750,13.76
10,2000,11.608
10,4000,10.264
10,6000,10.16
14,750,10.896
14,2000,10.88
14,4000,10.512
14,6000,10.248
19,750,10.872
19,2000,11.008
19,4000,10.72
19,6000,11.168
25,750,10.72
25,2000,11.104
25,4000,10.728
25,6000,11.352
