maxdepth,num_Runs,avgstep
4,750,177.152
4,2000,109.504
4,4000,109.336
4,6000,69.616
5,750,143.04
5,2000,134.2
5,4000,98.52
5,6000,70.952
7,750,82.4
7,2000,59.616
7,4000,60.272
7,6000,42.112
10,750,33.4
10,2000,22.384
10,4000,18.688
10,6000,16.152
14,750,16.296
14,2000,13.88
14,4000,12.48
14,6000,12.344
19,750,12.832
19,2000,13.112
19,4000,12.352
19,6000,12.112
25,750,13.24
25,2000,12.976
25,4000,12.632
25,6000,12.56
