maxdepth,num_Runs,avgstep
4,750,68.8
4,2000,38.952
4,4000,36.592
4,6000,28.84
5,750,53.104
5,2000,39.28
5,4000,33.152
5,6000,25.864
7,750,28.944
7,2000,24.712
7,4000,20.872
7,6000,21.928
10,750,20.288
10,2000,14.184
10,4000,13.272
10,6000,12.624
14,750,13.672
14,2000,12.664
14,4000,12.368
14,6000,11.864
19,750,12.728
19,2000,12.472
19,4000,12.728
19,6000,12.528
25,750,13.568
25,2000,12.344
25,4000,12.368
25,6000,12.832
